GeneName,RPKM          Oligodendrocytes div1                  1,RPKM          Oligodendrocytes div1                    2,RPKM          Oligodendrocytes div1                    3,RPKM          Oligodendrocytes div2.5                    1,RPKM          Oligodendrocytes div2.5                    2,RPKM          Oligodendrocytes div2.5                    3,RPKM          Oligodendrocytes div4                    1,RPKM          Oligodendrocytes div4                    2,RPKM          Oligodendrocytes div4                    3,RPKM          adult microglia 1,RPKM          adult microglia 2,RPKM          adult microglia 3,RPKM          Astrocytes 1,RPKM          Astrocytes 2,RPKM          Astrocytes 3,RPKM          cortical neurons div05                  1,RPKM          cortical neurons div05                  2,RPKM          cortical neurons div05                  3,RPKM          cortical neurons div10                  1,RPKM          cortical neurons div10                  2,RPKM          cortical neurons div10                  3
A730098P11Rik,102.986,85.34682,100.3005,120.8459,125.2984,127.5221,125.7683,117.5741,128.527,77.84722,73.74282,71.05731,134.0655,121.0289,122.8469,136.718,131.8571,144.0596,140.5556,143.0208,143.0391
Sf3b4,102.7069,70.37418,83.90529,79.12586,81.30225,80.82825,75.91478,68.49027,83.88921,117.1248,99.18106,99.81246,87.14087,91.09334,90.38078,86.40886,65.59758,71.53261,74.91418,82.85298,76.04205
Psmd6,102.6575,119.6074,105.1832,96.24731,83.67708,98.43333,101.0364,108.6995,86.81351,41.94979,45.67807,56.19288,60.63061,54.7709,52.54988,61.36235,70.48324,70.95235,76.02257,80.1558,74.05128
Aco2,102.0071,140.5477,140.9817,123.9038,139.2778,137.0383,104.2092,126.8132,159.5455,84.05604,85.33769,78.33865,70.27937,73.32336,74.3212,118.5582,110.6748,112.3216,145.9988,154.0868,159.4885
Vimp,101.9517,100.0197,112.5452,92.91763,103.2106,108.0592,97.70596,107.6088,133.6677,72.88977,81.37993,73.5137,139.5115,147.233,143.902,38.3165,39.45833,39.54536,68.15047,56.91857,86.03436
Emc10,101.7887,92.83083,103.7537,94.11505,98.25151,112.1327,118.2403,135.8026,123.2304,52.78649,58.66376,58.22725,89.86731,88.72,82.37915,69.10001,84.07775,80.70405,76.30924,57.69291,66.06301
Trappc1,101.7687,108.892,105.9159,92.51955,94.88361,98.87647,100.0301,106.9091,89.72195,66.30592,89.97841,83.47446,63.72318,75.16479,52.12958,68.01103,80.42746,70.36932,73.8361,69.93004,60.24784
Gipc1,101.7431,51.88042,73.08669,118.8082,124.2013,129.2406,109.5421,96.16526,126.7733,33.28115,35.19632,27.59634,27.01364,28.95808,33.43653,22.42545,20.53844,20.81795,23.29817,22.13989,23.57233
Trappc4,101.721,107.9278,104.1514,89.84662,93.09023,102.213,90.77397,98.17754,115.986,90.09103,79.00723,69.70702,93.67118,92.73539,89.14978,167.4883,152.8943,158.8961,170.8008,147.5168,158.7709
Mnf1,101.3335,88.62447,96.77879,64.54175,67.22101,70.40923,84.49197,85.56501,72.81592,56.23441,69.94011,60.54847,36.33991,39.46284,44.02831,80.87278,75.13715,88.9054,67.70998,64.36097,65.55145
Scand1,101.289,81.74358,87.18675,74.06113,67.2368,82.07056,99.60242,96.26496,92.9865,111.5338,128.2946,117.357,76.10737,68.14653,75.54018,102.8729,114.0089,107.7128,101.0086,59.46492,67.60671
Npy,101.2715,101.8172,69.60774,63.45464,59.90313,92.69691,104.8184,75.6891,77.70792,326.0836,312.0209,354.3331,105.1301,105.1601,95.5293,692.0356,592.2863,510.2854,887.7523,1286.467,955.2345
Bola3,100.8491,92.74953,99.25451,115.2009,109.2704,60.70686,132.1807,133.1453,143.9292,98.16712,136.3346,88.77451,199.7378,238.5944,194.342,34.82134,30.48016,30.15067,38.7477,59.2156,60.17305
Fam108c,100.7237,111.8454,92.21315,80.6729,73.19204,86.13296,82.77396,74.88678,70.56418,95.21149,91.6731,102.0094,68.87995,65.07899,57.96986,209.0072,244.1087,238.7596,190.2964,193.2418,189.4735
Mmd2,100.4394,113.2675,121.9757,112.805,113.5026,102.4511,174.3978,192.7043,178.4451,4.630961,3.786264,4.575597,100.9474,82.81483,97.56738,60.19905,58.44248,54.34525,78.49319,62.88553,67.83774
Trmt112,100.3825,104.8181,96.33792,71.91653,81.43572,87.55079,105.2322,106.2673,95.48055,77.60744,94.47149,71.50986,130.5034,145.5686,153.9478,92.89774,88.95793,79.48502,77.95945,87.30647,80.96445
Paip2,100.3657,83.65408,95.90617,95.63526,88.51586,89.78358,107.1426,105.3054,119.1421,59.7317,53.39172,58.32468,129.7129,138.835,141.305,53.01896,52.3907,50.00595,49.10193,52.45404,59.51495
Auh,100.2134,65.02431,87.2486,89.1944,79.15113,104.9196,101.8999,97.21673,102.2398,27.38232,24.59604,26.46447,74.65003,65.08982,62.35272,69.60503,57.21494,53.98529,85.43151,121.8036,134.1446
Cdkn1a,100.0797,102.1139,75.39808,134.7901,125.9704,91.24532,164.8854,210.1367,165.2145,428.9211,355.0746,470.5251,182.3407,262.9003,163.4927,27.9902,26.96522,21.72492,40.30413,46.47226,55.82304
Cdc123,100.0514,108.8878,117.8056,107.1275,104.075,92.16502,79.81062,92.71333,101.5471,61.77283,52.38799,56.46714,62.87204,80.83011,70.74619,97.99829,82.70431,72.54855,76.22098,74.83494,66.40924
Mir5114,100.0045,59.32687,178.2795,86.01709,97.73219,78.65527,80.9314,63.7961,129.6539,9.583454,NaN,6.707126,13.41825,30.16889,4.613511,11.00168,19.26019,9.191749,4.007861,10.28992,19.36352
Scamp4,99.94637,95.56114,80.84077,99.00081,102.8742,106.0334,106.7152,113.5939,100.0964,77.85892,86.47729,89.90973,101.595,90.59995,78.86749,65.54605,69.1101,61.29703,72.44843,68.96875,76.36341
H2-D1,99.89751,78.34781,38.16932,64.98354,103.5147,101.448,87.75117,66.80216,58.34377,659.1799,779.3008,566.0953,55.4791,49.82385,51.38909,8.504751,9.474772,10.8199,16.05453,19.1632,15.81931
Ubxn1,99.82932,122.9085,123.8834,96.04725,88.76675,92.89393,95.80968,94.18108,102.9887,108.6558,130.0658,116.839,94.29146,104.3457,91.81021,80.88308,71.36806,76.80405,72.18418,64.71296,80.61261
Pcyox1l,99.80618,105.1113,75.8599,100.982,77.69289,82.41725,148.3714,125.2812,133.0649,23.62129,22.01244,22.71844,77.50919,68.95105,65.1587,75.19539,66.54888,73.24917,75.63472,81.84494,89.15908
Qdpr,99.60823,85.45438,93.97878,133.6227,151.9232,207.3223,352.2924,389.9007,415.2651,46.96855,58.70417,50.77496,82.59507,93.54272,86.4057,62.34414,71.00642,66.56765,67.17049,66.86605,67.36255
Map4k4,99.43933,77.03522,79.12375,145.3608,140.091,161.1954,111.0896,109.0471,134.1394,14.14017,13.8926,14.99841,46.76696,46.95592,44.51722,61.33609,61.65422,65.65238,50.41828,50.69604,54.86709
Eif4h,99.36204,71.60762,92.28155,92.86626,91.44775,93.60924,79.92355,75.70966,81.54694,60.54603,56.61658,54.00781,66.48225,67.66219,87.49967,77.3063,70.59472,74.24751,74.08471,78.42809,84.9475
Pa2g4,99.13902,75.39456,85.06532,79.92561,79.02659,75.4325,90.38069,80.43416,73.01286,47.83452,46.29678,44.41264,76.0625,73.50832,70.0089,99.75471,107.1249,99.36689,98.71665,88.78444,93.12922
Arxes2,99.03043,142.3684,123.0053,64.27163,62.1237,57.1798,72.05247,61.15312,69.41399,5.124659,2.826527,5.047765,74.41029,82.11367,63.41181,73.64693,79.15126,75.91251,122.8748,107.1956,98.36732
Cks1b,99.00426,97.2062,88.20045,174.8594,146.6321,121.1703,95.02835,98.36005,63.6971,147.113,133.7865,128.091,76.40899,90.9906,69.89134,131.2062,108.6407,111.4727,99.79415,91.62382,102.9822
Hmgcl,98.88559,96.89775,95.04191,79.16306,83.3785,79.4968,108.3095,102.453,107.7918,127.6336,121.58,123.3485,57.34806,58.23624,46.00777,49.39464,38.45564,35.31635,52.0795,41.53473,48.48417
Bad,98.83037,82.04092,78.38062,69.80946,81.13899,77.55593,97.14317,93.80488,87.8531,77.50256,88.73582,76.6423,156.1489,164.9464,143.8132,97.29133,108.8294,103.1033,102.8767,97.48143,94.16045
Ptov1,98.73241,111.6304,117.9253,69.03004,75.0805,106.2685,70.03904,72.47165,66.93147,27.94114,28.81867,26.50793,99.83282,80.69909,80.40691,115.2956,119.1718,104.6654,100.8819,81.50242,76.99905
Rab1,98.72481,106.6931,102.8956,97.75259,104.8155,97.40618,89.00903,96.08073,97.84448,92.188,88.9028,77.4538,74.55032,75.49603,82.72197,102.547,96.72683,109.3116,106.2754,121.6628,116.1392
Rnf208,98.50049,84.38761,104.161,96.79636,93.28076,139.9523,111.1061,113.8567,120.3855,3.508421,1.741576,2.76235,35.20487,32.54205,31.2459,172.4325,196.7668,190.5443,202.2963,181.9958,152.8527
Pam16,98.4085,75.39456,99.88039,75.61203,76.62938,91.01012,87.73154,92.11911,78.57123,50.83398,68.34187,55.58895,75.6235,69.53523,78.00344,145.8918,133.5565,127.4772,108.067,104.0457,115.5497
Vim,98.20248,81.7254,46.74801,173.3496,162.2221,42.01188,162.0225,141.4599,84.71722,111.4037,141.7723,111.0955,748.8905,736.6656,733.3294,11.89249,13.77303,10.70032,12.39727,10.78085,15.45703
3110001D03Rik,98.17089,121.9679,106.1373,87.5388,96.33343,84.04464,106.1471,102.4095,120.8489,90.68443,101.2852,81.0336,83.89194,89.57545,99.39497,109.6815,98.04158,106.7809,87.02388,107.8019,89.1607
Hist1h2bc,98.15984,82.02266,94.14574,150.0466,168.4614,169.03,210.2216,239.8371,255.4758,57.41516,82.11423,65.75378,212.8734,228.5933,216.8667,27.65531,34.29399,38.12429,30.55994,38.36813,45.4298
Kif1a,98.11972,104.5315,120.5885,106.2961,126.3523,125.0346,146.0002,151.6973,171.0208,6.053349,4.990553,6.540605,42.62574,35.11918,52.65839,172.835,179.5318,152.9913,239.5645,262.9102,236.4638
Ppp1cc,98.05081,78.72219,102.5878,97.24543,89.97566,114.8391,94.86465,93.02235,89.43867,96.08028,114.4171,101.9827,61.47164,71.9412,67.66483,96.61728,104.573,105.3516,77.69085,90.49856,92.59735
Pdap1,97.84069,83.09487,87.7085,64.63262,64.30344,79.43025,80.78096,82.90694,78.05471,37.54861,38.85886,46.8007,55.11248,60.86208,56.59143,109.3625,118.5271,110.5868,90.11229,88.46858,84.31218
Hddc3,97.6179,130.0995,125.2777,86.52628,81.20538,117.4879,104.6955,104.0767,113.9165,45.54369,57.36316,55.66134,95.49321,103.9373,81.80936,129.1482,119.5364,106.2716,125.3668,114.5891,116.0573
Atp6v1e1,97.47314,102.4464,109.2294,111.3273,109.8772,108.7678,114.6144,138.5534,182.8681,133.2809,137.3824,131.1678,90.19055,86.25052,83.44554,120.1184,114.6573,118.9851,136.0476,155.618,159.9099
Psma1,97.447,87.71001,98.34196,77.72693,85.50593,96.92645,76.80116,78.34805,81.11158,95.25801,104.9771,91.60705,75.65541,70.80502,73.5515,107.4833,103.2108,117.9473,107.7268,112.7833,111.7645
Chic2,97.43765,82.76497,75.07856,71.01582,69.76279,64.04045,59.87852,48.62999,52.62677,95.94628,96.29626,108.6133,92.25097,98.08658,83.79626,69.8187,58.21674,65.87557,58.32426,65.58327,76.80285
Dynlt3,97.41442,89.3669,91.8598,156.9704,132.9121,118.6351,217.5069,201.3563,230.8334,103.0433,85.04874,91.59447,90.73471,91.2153,89.66882,21.81939,16.91641,20.83406,43.71789,47.22946,45.26099
Mff,97.34895,103.1673,96.28138,88.11144,96.20251,105.3269,81.17731,97.376,85.0874,47.80165,49.94693,45.63003,91.14098,102.0589,98.68708,128.6429,120.637,117.2502,114.9644,101.9778,106.0841
Aes,97.34042,104.9713,111.218,111.9459,128.1818,136.8232,163.3684,173.9757,190.0244,132.689,137.9727,141.2469,96.62773,89.37544,102.6371,156.9535,168.8431,142.1645,149.068,141.834,141.5972
Gm6623,97.31615,66.53832,86.87609,87.73332,67.90074,69.24975,69.94458,54.534,57.17648,101.4224,63.91358,71.45628,55.13684,58.91893,64.48398,33.32173,29.281,42.03059,32.59097,30.92345,39.25079
1700037H04Rik,97.14186,85.0543,81.72132,64.18989,62.45094,58.67548,71.60571,64.389,69.69179,128.365,108.7336,111.762,90.35964,84.10268,90.70884,140.6016,111.7122,115.2116,145.9785,123.4127,112.5495
Cdk2ap2,96.93604,100.3054,69.12637,86.39478,100.6543,88.91444,90.31862,85.71974,68.61221,107.4851,119.134,111.378,231.8073,229.7131,185.0418,52.67158,55.77739,65.85571,63.87061,61.66612,82.6563
Myl12a,96.50318,108.6631,66.95882,110.2016,111.864,55.68521,89.06593,103.9792,74.4295,129.4709,133.7582,126.4891,148.3047,158.8633,153.9211,7.921948,8.585347,11.18872,11.26887,11.46699,12.28316
Mcts1,96.49815,97.77194,89.49945,101.2816,82.96291,93.75569,104.6618,113.1337,101.3512,146.4814,136.4821,137.3123,136.7303,141.0538,146.4948,273.8802,262.8708,270.4273,257.5966,247.9214,255.5167
Gtf2a2,96.3866,108.6924,101.279,95.23705,103.6161,115.606,88.49364,99.1443,98.37215,39.46322,48.80772,49.15234,78.66718,98.66282,72.77101,119.4009,145.1786,130.872,93.70783,89.41284,101.3594
Triap1,96.36823,92.28467,106.8049,92.30866,104.733,92.01515,104.6572,111.2935,113.5782,230.4369,200.2837,230.5039,72.82609,87.71698,71.89864,102.3607,102.4793,107.1684,98.81728,87.36135,106.4071
Tspan7,96.28393,95.19945,125.0284,84.56467,84.81455,82.41094,88.78689,94.91259,107.285,13.34607,15.37648,14.06833,129.8056,131.5984,148.644,99.68176,90.23465,88.33975,149.6645,155.8598,157.9671
Eif4a3,96.10172,89.25727,98.01703,87.54309,87.12648,98.19337,84.03979,97.00089,81.61223,46.95107,57.91901,52.85472,71.42642,67.7467,69.24997,51.6056,57.82007,55.95469,50.80094,43.97659,47.43269
Prmt5,96.02315,109.1665,97.77327,80.28331,69.87038,81.53891,89.45926,95.87694,82.98096,38.18322,42.30336,38.26439,94.73389,82.52342,73.20651,111.5539,117.7763,116.2368,133.302,126.3214,131.8255
Eif4e,95.95621,72.09834,86.61357,83.33499,83.43295,78.34382,66.88789,67.42494,68.16328,79.51408,88.00352,76.37559,65.13268,69.87566,72.55315,79.75451,80.51255,87.35351,82.03043,79.71299,79.71495
Mbp,95.24114,81.24549,114.6978,431.7258,518.4666,440.8798,848.8214,1001.435,1268.85,17.35504,16.58769,16.56782,8.774859,10.61186,8.428068,11.3598,12.85016,12.08272,11.68281,11.23786,12.64995
Rab11a,95.12807,80.5329,96.15495,79.4325,72.52365,83.23049,73.96205,84.73698,85.07825,115.0138,133.0919,131.7017,66.42599,64.68272,57.90125,65.58564,64.58521,75.2242,79.32748,98.47099,89.86649
Cdk16,95.01539,98.64246,109.5769,89.06581,83.05752,93.42842,86.09018,89.63471,96.78327,28.15337,23.46705,24.88163,46.908,44.42168,38.67038,111.0782,116.2513,113.2637,121.8379,98.93988,111.8272
Rras,94.88497,111.5776,57.21178,82.18989,87.0272,39.97812,97.66277,88.03323,50.70145,135.3334,147.8558,132.7741,254.3794,214.2665,224.9014,7.803514,4.036293,5.334323,11.37114,6.303394,12.48599
Nsg1,94.88411,119.9267,120.4268,76.34291,81.31953,135.4458,72.06389,78.07372,91.32059,10.79034,10.71262,8.794483,68.46442,61.91671,67.59441,733.5084,671.5709,762.3116,554.0775,569.0231,587.9656
Ddx5,94.65659,94.75726,97.35526,86.93124,85.16662,101.989,72.39594,71.19791,72.47881,74.4855,73.20705,74.85305,75.49545,66.47195,65.71894,98.75879,102.8013,110.3872,99.04199,103.8712,94.29265
Anapc5,94.6268,103.3329,107.4053,91.42163,81.12505,100.0125,82.00879,88.08891,67.01329,85.34097,90.12798,103.7998,82.85765,80.38351,63.92917,160.315,179.1062,165.0586,136.2714,144.6424,137.1116
Ost4,94.62644,123.5207,107.5238,106.5404,94.85623,62.5308,106.7039,112.164,102.3557,144.2224,149.0917,123.9654,199.6453,207.8015,176.6063,51.03592,50.3014,49.01899,56.21565,71.03744,60.82697
Rexo2,94.5779,100.7131,100.928,108.7125,117.7808,100.2914,117.8713,138.2862,140.7343,91.35929,100.9592,92.86405,128.1703,136.4636,133.2511,44.94824,48.361,41.98705,52.30725,58.97322,62.08035
C1qc,94.53304,73.2486,54.70878,142.3318,162.4145,159.0577,174.642,109.0425,95.61151,759.3024,835.329,741.7992,160.4928,190.0665,183.166,9.550791,10.58945,8.77751,9.742068,6.848559,9.525603
Pelo,94.2427,80.19065,79.79798,98.76894,81.62704,70.5584,101.8409,99.68209,92.02042,59.68626,53.7184,52.05276,103.4423,118.2383,99.71582,74.70921,80.15585,72.22715,81.49318,73.07024,69.69082
Sgk1,94.19762,92.1348,86.08733,64.83214,61.73572,64.02365,36.02359,30.95526,29.27467,41.55558,41.81474,54.03294,26.5815,24.91766,25.52247,15.90175,19.50112,23.13194,17.11415,18.34587,18.75332
Pafah1b3,94.15859,104.6858,106.1051,49.61937,54.49358,98.29516,47.28751,45.32701,35.18971,60.13893,52.36764,71.481,35.75115,36.26211,35.58237,384.1482,413.2307,381.8538,279.3249,222.9365,197.8807
Cd82,93.98593,73.76107,67.58017,151.2311,138.459,166.5953,133.6722,121.4122,149.7342,72.05355,57.7027,65.39851,60.95172,53.16232,55.01118,5.97756,4.38385,2.834528,4.11978,4.835322,4.691715
Psmc5,93.94837,96.82622,94.8653,77.69523,71.36122,82.87988,81.92128,81.87417,90.90216,54.70524,67.94584,61.19399,77.3432,79.673,63.68958,67.53065,76.36206,80.7895,80.02541,79.38229,87.40878
Sh3bp4,93.87714,68.80549,80.1484,43.11606,40.42303,46.71877,35.07416,28.81854,26.04738,2.228225,2.212176,2.896134,35.58107,31.27891,35.16845,13.88613,12.31488,16.41026,11.38198,12.13331,12.13976
Tsn,93.86655,95.96123,95.53752,97.86506,97.2452,105.5938,98.86163,87.7597,88.56772,69.9239,64.45486,65.69849,99.20557,99.65816,96.67879,107.5442,114.3364,114.4825,96.45638,82.20426,90.07478
Rsl1d1,93.51259,96.59032,100.8057,82.22416,75.33317,73.05231,69.15812,75.05206,80.32497,75.17982,63.5925,61.62605,57.56446,64.04532,59.98819,88.13006,76.3443,89.02851,86.54495,79.18597,83.81909
Plin2,93.28908,88.06021,57.22934,81.64931,83.94801,65.21137,169.4317,136.7993,120.1942,2001.456,2025.333,1999.274,142.1301,132.3558,123.1883,19.02701,18.67841,16.93678,21.76606,16.29919,20.03052
Minos1,93.19734,108.7147,93.97086,74.89932,88.13837,86.11201,78.61412,81.93739,91.51337,63.91024,74.43961,66.6543,63.65239,65.56071,63.44361,60.3009,62.43736,60.59691,55.55162,61.44543,64.14383
Otub1,93.19215,100.8857,101.0426,84.76276,83.45685,101.3146,89.57677,87.56209,97.36449,49.32593,58.48793,47.5738,76.14077,65.99943,81.22201,99.24469,106.4881,109.498,94.17637,101.4327,80.82278
Txndc15,93.15428,102.8287,95.66813,66.18117,74.13063,66.12542,89.38824,102.3827,98.3435,79.00391,73.30718,77.38215,107.6709,110.1153,116.7689,103.6519,105.5309,98.34209,103.9998,92.22209,95.46799
Atp6v0d1,93.05717,120.6686,104.0098,94.5453,98.492,112.7538,126.1936,139.586,141.526,86.04366,84.70608,91.34052,68.84218,67.79804,62.48069,108.5301,113.709,108.013,125.188,141.4912,144.451
Ik,92.99731,110.2967,103.0132,100.3716,99.84463,99.12112,105.8831,109.962,122.1943,141.9009,162.2506,145.3289,104.9797,103.3952,97.4269,76.65897,84.76028,88.06534,93.8233,99.6875,89.80124
Cib1,92.66503,68.45863,63.75581,91.46848,100.0564,71.48569,108.6959,120.5749,108.5121,89.05056,110.2514,103.1391,155.1622,169.6131,163.0714,29.26551,25.26606,25.12082,23.36722,13.49861,17.99281
Nudt16,92.60928,95.39337,96.061,53.90797,63.81309,70.47054,80.9482,77.70201,94.67917,46.22853,46.07626,46.61995,62.17847,52.05623,63.96004,56.20377,53.58615,56.73301,40.49287,39.47461,36.95768
Jam3,92.60267,70.87854,97.697,127.3625,113.4114,100.4293,142.9612,152.5018,185.063,2.522346,3.682616,2.492191,91.13058,98.35408,98.71275,11.92314,10.13849,9.676998,10.92091,10.67384,15.8889
Kctd2,92.44336,93.41071,90.65166,112.0932,100.9525,123.2175,176.5145,162.479,165.9904,69.34981,59.977,74.83041,123.2868,129.5149,100.7135,169.6756,163.9897,143.0316,227.5902,208.6361,207.8426
Smarcb1,92.12238,88.47887,84.6363,60.40072,60.82183,69.08262,54.08716,52.06349,51.05392,23.46294,21.48949,21.97162,63.5439,59.5947,62.68011,86.49593,94.97267,78.6053,70.89768,73.62617,63.76608
Cyb5r3,92.10984,85.9743,72.72198,93.70977,94.62957,68.92559,98.734,92.99384,72.9827,82.46442,73.72629,89.84444,309.1086,297.4618,298.329,23.95613,20.68029,22.22358,30.69536,15.29809,18.31955
Slc1a1,92.05094,133.8721,128.5685,75.31979,70.28313,76.34313,38.16668,49.53661,56.28171,2.443677,1.330429,0.8827069,2.207425,1.914323,1.593826,15.83642,13.78288,13.00429,16.08765,17.26642,18.95359
Laptm4b,92.03165,79.96513,90.39099,90.77406,98.02168,95.81363,152.4282,162.8835,151.031,16.94913,15.14434,20.48908,122.9712,111.84,113.4895,15.91966,20.90244,18.76871,22.94009,37.88612,34.5573
Eif3i,91.94025,121.284,115.8497,79.35728,87.80328,83.98296,72.92132,89.13046,86.95889,79.33355,82.94884,86.32778,62.48944,82.26006,65.21732,75.34015,77.86571,80.64123,76.9372,67.63606,78.54972
Gng12,91.85482,76.40869,94.24801,111.1782,121.6308,112.8934,101.9658,107.093,120.4462,33.0645,35.00198,32.20752,40.12851,36.34807,38.10241,3.403605,2.331609,1.978202,4.582306,4.013864,4.883578
Rnaset2a,91.79702,86.83698,59.41501,72.64144,84.98956,70.70509,73.06741,61.21862,60.20111,253.4037,342.0744,305.3625,122.2381,144.8411,132.8135,14.99865,20.76177,21.27383,29.734,25.4467,27.62623
Lamtor4,91.75089,84.93709,93.4347,79.41,77.68905,75.94884,110.4397,102.9467,115.781,98.65385,96.28885,104.0331,52.26538,58.4556,65.46241,45.14827,50.23682,44.43377,56.5899,32.20734,29.63038
Taf13,91.72159,85.39648,106.7355,113.2375,103.7328,96.12146,105.7798,125.1902,129.8388,30.38602,31.74306,28.56642,86.57148,77.50359,88.42265,27.85413,27.11593,28.05658,34.51922,54.29551,51.54467
Pabpc1,91.57623,85.98188,83.31618,63.68509,72.28088,58.54846,77.44515,73.87528,65.50028,172.6823,162.6917,148.13,57.66358,64.23344,73.15033,83.05485,78.7414,77.34433,69.96276,75.01062,75.60356
Itm2c,91.56727,91.18868,76.34727,124.7893,126.3754,112.5309,142.7477,119.8488,116.5963,242.039,213.9148,206.7909,836.4418,866.376,850.8076,48.74112,52.38744,56.09737,84.5532,58.45785,71.34319
Pgd,91.56159,80.14063,72.55188,51.9042,68.54688,62.30967,58.87732,61.12646,49.44202,184.5246,172.4961,182.8596,39.9933,37.47275,43.90926,17.04913,19.67805,17.64783,20.88629,20.32075,22.30636
Mrps34,91.54617,105.4516,83.08229,62.6798,68.60117,66.94405,79.58384,81.76037,68.18497,57.93828,62.36825,62.8737,59.85416,69.38461,67.37884,47.82911,54.94946,55.57016,72.14597,61.51036,68.06882
Atp1b3,91.38275,91.4123,62.57093,97.17228,99.07422,91.86851,170.5051,160.9618,195.0713,261.3258,229.4895,222.1081,120.8473,122.3326,120.9617,48.38094,42.18887,41.79961,53.27544,67.36219,62.57452
Mrpl20,91.29662,86.16521,90.51449,100.7805,86.23386,101.0099,103.2259,108.8467,130.8237,43.51465,62.40178,57.21733,48.00303,57.71947,43.58901,75.18363,78.17755,80.09953,72.42477,80.23045,74.60051
Mrps36,91.22269,82.27914,101.3886,84.45837,86.3047,87.0587,90.0554,100.2503,105.1185,61.51873,73.03225,69.25219,63.80393,77.28918,72.39308,70.99634,79.48046,73.67729,80.31343,84.22726,92.07376
Cyb5r1,91.11287,97.55853,83.99163,69.81976,62.85359,53.98195,91.95264,83.28805,62.91838,250.9498,213.4486,207.8384,159.407,158.6133,153.866,142.3925,132.5885,131.381,179.3752,159.6235,204.49
Ifrd1,91.01784,86.85321,87.59869,88.38756,79.10115,81.74828,58.25381,53.28755,55.91405,70.82046,71.74854,67.58833,100.6615,105.6813,103.6744,97.93066,85.55991,87.06853,105.9501,144.1326,160.818
Ptp4a2,90.91776,83.89124,85.8661,91.52214,91.92973,85.83767,67.87661,70.61437,71.69715,123.0893,110.8601,105.1727,112.7159,114.236,122.7668,71.89697,69.55375,66.78769,54.26678,50.85952,58.89024
Vps29,90.871,103.3099,80.15242,85.37147,81.81818,88.28847,106.5725,105.6376,111.7318,114.8196,129.7671,126.3072,61.56339,68.48891,65.80996,82.25304,88.26601,74.18449,76.97971,93.99185,87.83095
