gene_symbol,N1,N2,OPC1,OPC2,GC1,GC2,MOG1,MOG2,A1,A2,MGL1,MGL2,Endo1,Endo2
Slc7a1,11.678703,12.141035,5.80851,5.612304,4.348464,7.72135,0.322193,1.343978,5.388862,6.747831,10.017335,5.87574,197.688199,187.034072
Slc7a10,27.553543,40.073909,27.630411,21.537228,2.437495,2.315414,0.692174,4.498206,353.219651,253.453921,3.190555,2.89866,0.303362,0.647293
Slc7a11,1.00413,1.193046,5.076551,2.238752,0.130046,0.1,0.1,0.479633,37.571234,31.189936,0.874343,0.449205,3.053718,4.474291
Slc7a12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slc7a13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slc7a14,4.387776,4.708876,1.184149,1.167611,0.529794,0.391296,0.177081,0.398905,0.1,0.1,0.1,0.1,0.1,0.1
Slc7a15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slc7a2,1.427325,1.649447,6.499462,3.011724,0.868543,0.268991,0.1,0.23792,38.958369,35.898645,0.143967,0.172545,0.645788,0.691258
Slc7a3,8.575537,6.005096,29.511194,37.234494,6.10641,7.162616,0.1,0.121355,2.282015,2.088448,0.138736,0.1,26.12155,23.776452
Slc7a4,11.714953,10.299099,3.987782,6.900004,1.899904,3.360667,1.105228,1.749088,3.505774,3.445384,1.098338,1.404681,0.130688,0.186311
Slc7a5,37.777589,38.584,26.010875,42.016554,6.777216,18.72124,0.692763,2.368551,79.572701,82.879183,42.07286,52.103341,687.982864,677.74129
Slc7a6,11.28173,14.418134,9.871406,10.0524,10.886553,12.113861,2.116528,3.842013,3.810546,3.887015,14.427801,8.757941,6.854479,6.527652
Slc7a6os,12.621471,11.953556,14.187177,15.103289,10.457723,14.990544,5.988796,7.553371,13.515495,12.933039,15.853607,11.182424,11.100456,12.454407
Slc7a7,0.256437,0.309082,3.446344,2.041228,0.230827,0.160134,0.366279,0.452705,1.435463,1.308482,92.424794,115.038161,11.006319,10.99342
Slc7a8,5.141551,2.883059,10.652964,5.498565,3.226961,3.201756,0.773291,1.497853,0.538563,0.625164,67.85508,59.869561,34.7844,30.947668
Slc7a9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slc8a1,5.201998,4.516449,5.175921,3.425927,1.706351,1.040924,0.898706,1.213254,0.272338,0.521923,3.960082,2.53583,0.18737,0.179889
Slc8a2,21.111864,15.399964,19.244514,28.454872,6.46541,11.545576,0.561748,4.520141,9.455187,12.336227,1.332677,2.645423,0.316029,0.223606
Slc8a3,8.589021,10.172328,6.837064,5.508919,3.781359,2.616951,4.33092,4.350712,0.359626,0.259458,0.1,0.1,0.109286,0.1
Slc9a1,9.509572,8.229722,13.573553,16.101483,6.489889,7.931689,2.307032,3.109982,7.870204,6.571849,16.101992,19.088813,6.570372,6.232959
Slc9a10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slc9a2,0.195978,0.1,0.476739,0.575578,0.1,0.104275,0.1,0.1,0.1,0.1,0.1,0.1,1.007673,0.83939
Slc9a3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slc9a3r1,4.495831,7.417913,19.74993,15.844974,2.765792,2.967196,5.307627,9.728071,100.027361,103.430389,43.271964,45.947224,8.779567,8.965719
Slc9a3r2,9.524859,7.578232,6.269582,8.655631,38.612379,32.061434,83.541377,59.27733,2.684269,3.384333,2.672919,6.34855,156.30529,168.054317
Slc9a4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.18955,0.135179
Slc9a5,5.530491,5.122941,4.143886,5.04017,0.879839,1.155655,0.1,0.292061,1.62212,2.191375,2.106233,1.963311,2.142225,1.874931
Slc9a6,36.01776,35.85137,17.245858,19.324645,18.113312,19.28035,8.309142,11.468111,11.783956,11.529531,2.492202,2.9861,3.546861,3.983343
Slc9a7,7.374918,5.994004,12.879343,8.299421,4.349946,2.174319,0.149829,0.197172,6.803933,5.937004,1.337168,0.711876,0.371739,0.471162
Slc9a8,8.523474,8.715842,6.665362,7.763732,5.544174,7.086759,2.570875,3.154202,12.666283,9.001594,10.234515,10.711443,3.237733,3.205866
Slc9a9,2.284458,4.4582,18.930659,22.108422,13.302777,14.052202,10.380017,11.681033,9.516036,6.672466,29.931232,27.041575,1.562725,2.172099
Slco1a1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.119758,0.1,0.1,0.297851,0.288003
Slco1a4,0.294973,0.206573,1.046371,0.170062,0.1,0.1,0.205615,0.13843,1.110609,1.053056,0.152882,0.448183,199.291744,196.81136
Slco1a5,0.1,0.1,0.1,0.1,0.1,0.1,0.104535,0.1,0.640868,1.309555,0.1,0.1,3.077785,2.763954
Slco1a6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.363913,1.236897
Slco1b2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.020271,0.515806,0.1,0.1,2.147658,2.060615
Slco1c1,9.246157,12.519329,19.25813,9.560804,0.40405,0.209194,1.140761,5.886644,498.324714,317.90644,2.410507,5.496379,1258.10064,1276.881851
Slco2a1,0.24462,0.160732,0.125765,0.100942,0.1,0.1,0.1,0.1,0.189112,0.25874,0.1,0.1,5.893719,5.814827
Slco2b1,0.655157,0.335846,14.008275,6.234969,0.361421,0.511894,1.311927,1.612219,0.802847,0.714762,278.121484,357.773078,103.546295,102.577809
Slco3a1,3.672406,2.693948,4.414215,5.811654,12.494792,8.664251,37.226796,33.963768,0.304553,0.313698,0.157416,0.328873,1.753071,1.860269
Slco4a1,0.336507,0.281879,0.470622,0.202702,0.1,0.1,0.1,0.1,0.1,0.1,8.42412,14.4763,0.597808,0.408118
Slco4c1,0.32297,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slco5a1,2.368384,1.989365,1.219402,0.54877,0.220528,0.137541,0.1,0.1,0.1,0.1,0.1,0.1,0.821827,0.830679
Slco6b1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slco6c1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slco6d1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slfn1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.146336,0.238683,0.1,0.114462
Slfn10-ps,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.311141,0.1,0.236006,0.1
Slfn14-ps,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slfn2,0.1,0.1,0.58828,0.305725,0.1,0.1,0.265061,0.1,0.1,0.1,73.904239,54.188695,0.560849,0.272393
Slfn3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.114533,0.1,1.109281,0.996001
Slfn4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slfn5,0.1,0.1,0.170288,0.1,0.1,0.1,0.1,0.1,0.18489,0.21187,0.294997,0.176632,24.533543,23.776833
Slfn8,0.1,0.1,0.414538,0.126316,0.1,0.1,0.1,0.1,0.1,0.1,1.147076,0.713398,0.1,0.1
Slfn9,0.1,0.1,1.049472,0.61832,0.10732,0.1,0.1,0.1,0.502717,0.588282,0.159677,0.1,0.530617,0.687098
Slfnl1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slit1,12.930703,7.551252,2.003558,2.38261,1.38748,1.737708,0.103776,0.218503,1.45349,2.316991,0.122395,0.224312,0.1,0.1
Slit2,1.251798,0.84491,1.059357,1.262635,1.774732,1.369602,0.553601,0.837224,0.25236,0.479571,0.1,0.1,1.292952,1.235221
Slit3,0.573503,0.615382,0.100746,0.192655,0.124085,0.489736,0.1,0.194644,0.1,0.1,0.1,0.101482,0.355827,0.262924
Slitrk1,7.032865,3.658702,24.254858,22.562296,4.493344,2.684862,0.120489,0.522909,0.118129,0.118124,0.108205,0.1,0.1,0.1
Slitrk2,1.892933,1.735054,19.517835,11.53191,4.705693,3.695962,0.182209,0.296162,21.488326,19.679494,0.1,0.1,0.1,0.1
Slitrk3,2.480689,1.991012,21.587618,12.385347,8.850128,4.872301,1.295949,1.989699,0.109293,0.135904,0.1,0.190093,0.1,0.1
Slitrk4,2.324634,1.60808,4.567395,2.81558,1.24794,0.420915,0.1,0.108525,0.1,0.1,0.1,0.1,0.1,0.1
Slitrk5,8.169742,8.028906,13.98328,13.803755,5.092847,4.579456,1.513965,1.815352,2.612661,2.810203,0.1,0.172681,0.11711,0.1
Slitrk6,0.557226,0.274336,1.952686,0.874868,1.60036,0.486271,0.123959,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slk,4.475563,6.482163,11.413803,5.153868,16.484702,5.470819,4.105407,7.142791,10.798192,10.972422,2.92974,1.568236,22.127007,21.264481
Slmap,5.187818,7.433546,12.66721,6.936581,6.330403,3.696843,1.615985,1.935622,9.156227,9.463927,6.201282,3.051492,10.348313,9.661715
Slmo1,11.341201,9.729766,5.37018,3.078277,1.646966,1.519304,0.905571,1.248787,10.645233,10.234358,0.699604,0.959184,0.1,0.105618
Slmo2,15.161082,16.240493,15.393547,13.682786,18.070031,15.667531,13.541901,13.706222,15.200422,15.770157,11.420762,6.956468,14.939927,14.999064
Sln,0.538624,0.490353,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slpi,0.1,0.165547,1.814537,2.629036,8.407153,7.899441,21.420063,20.36146,0.1,0.1,1.245546,1.807974,0.137705,0.113984
Sltm,6.029612,19.763771,20.528072,6.241284,14.276619,5.601388,2.426356,3.400277,19.466696,19.51999,2.7166,1.29623,8.011622,7.920234
Slu7,2.664292,8.340886,9.369459,8.547378,10.030233,8.274959,5.52481,5.73653,7.567806,7.346184,3.233921,2.234041,9.430697,8.897878
Slurp1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slx,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Slx1b,1.982579,1.837363,2.503852,3.143759,1.615335,2.339019,1.986851,1.51241,2.680569,2.490338,1.808269,2.408627,2.188431,2.065331
Slx4,1.856602,4.415852,4.10702,3.304769,2.635781,2.343835,1.013002,1.149401,3.859981,3.669588,1.258812,1.156312,1.608124,1.755961
Slxl1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sly,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Smad1,34.229176,37.066612,10.704191,10.045131,6.18618,7.077615,1.878763,3.110789,9.89749,12.316746,9.195681,7.947587,29.099099,29.835466
Smad2,12.800486,11.457528,10.306185,10.764257,9.66877,9.870814,3.175188,3.651835,12.929329,13.73111,9.787419,8.970017,16.62196,14.474584
Smad3,1.119409,1.425862,8.997186,8.489344,8.276174,13.714323,0.951507,1.846749,7.261222,9.534204,62.093762,59.07893,15.300068,14.387581
Smad4,15.018404,15.918643,16.582879,15.340401,11.314641,11.436931,4.64676,4.265786,12.779927,15.701149,19.874087,16.704076,24.371167,24.329016
Smad5,10.882752,10.372332,22.577649,17.979822,10.70939,12.257213,3.233666,3.818797,24.30825,26.633324,6.310033,5.764129,16.681832,15.895064
Smad6,0.136316,0.1,0.221998,0.304827,0.1,0.1,0.1,0.1,1.27806,1.716277,0.617685,1.145435,11.818528,10.270529
Smad7,4.242555,3.787103,6.709992,3.432521,32.775007,26.953242,15.198833,16.979012,5.947062,7.152301,38.183393,25.597675,5.134409,5.501956
Smad9,0.658094,0.5074,1.087934,0.999759,0.593117,0.489691,0.150869,0.1,1.739965,1.642195,0.1,0.1,0.1,0.160622
Smagp,0.231988,0.139776,1.965986,1.379144,0.144437,0.278396,0.224091,0.546856,0.527088,0.55345,31.55282,39.477533,32.678103,33.300087
Smap1,30.352296,27.694979,27.155457,22.678663,35.814256,29.619051,15.361241,19.229207,15.676954,16.178348,8.578829,6.964787,26.649336,26.909636
Smap2,24.047803,21.843823,32.596562,33.896204,24.355976,24.713162,26.258341,27.095531,6.501566,7.037982,125.990708,121.276613,10.627948,11.589197
Smarca1,5.904598,10.514407,9.664802,5.022039,2.034931,0.818926,0.1,0.158455,1.138294,1.962789,0.1,0.1,0.172129,0.152232
Smarca2,18.884521,28.234637,33.426258,16.892164,14.274086,7.155254,5.138443,6.019654,19.702219,20.188653,7.383287,5.728016,23.749963,22.337537
Smarca4,18.072826,27.163266,22.741949,26.466838,20.32577,20.977588,11.356474,12.118653,12.417897,13.121938,12.456403,11.904439,16.676131,15.504763
Smarca5,3.674615,4.289217,6.339196,3.759558,7.380042,3.242603,1.487778,2.186099,4.922629,8.294528,1.948607,0.783795,3.93737,3.719828
Smarca5-ps,0.677422,1.01398,1.232275,0.609841,1.517043,0.911917,0.404393,0.347142,1.05203,1.476986,0.326188,0.278031,0.883353,0.78909
Smarcad1,7.406645,8.006445,11.10287,4.95971,6.165669,2.951782,0.857501,1.007092,10.475783,10.014426,1.669544,0.956989,6.362797,6.012239
Smarcal1,5.21493,8.931183,5.594698,6.140831,3.029356,3.093408,2.101638,2.014503,5.790213,5.115745,3.881816,4.156452,3.036865,2.750547
Smarcb1,34.623659,36.3946,41.810393,54.823851,33.765564,46.992698,23.128052,24.002172,24.042498,25.061675,16.313581,21.406946,26.487708,27.441415
Smarcc1,9.190773,9.345739,9.314148,10.374256,6.657964,5.60883,3.069331,3.571737,7.61265,8.144304,4.617067,3.371838,4.275582,3.927036
Smarcc2,46.672813,51.642188,31.533138,31.799053,25.541168,22.18501,23.843544,24.717864,47.049,50.235104,10.730692,11.39464,12.432949,12.045303
Smarcd1,35.42757,28.845791,29.014745,38.731601,26.621105,40.358473,22.19569,26.768478,10.732084,10.786956,11.041389,12.04114,8.951612,9.312269
Smarcd2,6.91044,8.881252,4.258438,5.619687,3.880162,4.305348,2.729553,2.57577,14.543006,10.861133,21.834737,31.48762,18.358678,20.038145
Smarcd3,22.943491,17.790168,17.508935,29.743894,6.823726,9.57623,10.068666,11.641932,23.164529,22.319871,2.896104,5.146629,1.151275,1.555264
Smarce1,8.373317,12.544422,11.23768,13.18721,8.705704,10.522843,3.811808,3.742732,4.578494,5.614981,5.749155,4.209139,16.656806,19.838398
Smc1a,3.300136,17.295466,23.99439,13.281238,12.902843,5.052095,3.615404,4.08112,16.900774,16.814635,5.592567,2.770101,20.014689,19.023363
Smc1b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Smc2,0.777837,1.74843,8.069495,3.028243,2.985039,0.858771,0.344326,0.540339,4.286821,5.719031,0.421263,0.123432,4.28071,4.177631
Smc3,4.661981,17.432962,16.766849,6.583598,7.089867,3.742017,1.229655,1.739124,12.200139,12.673959,1.108701,0.496942,10.946786,10.169863
Smc4,1.495276,2.737339,12.008589,2.682147,3.361524,0.842529,0.580985,0.873306,18.166045,21.930186,0.612284,0.117746,9.083391,9.42297
Smc5,4.590044,9.123742,12.283393,3.703735,5.068875,1.723217,0.480239,0.875008,18.8886,18.799364,0.818468,0.493144,6.280878,6.090936
Smc6,3.430434,8.339694,10.801656,5.542195,6.006586,1.92778,1.408427,1.568566,8.092013,7.75498,0.948834,0.559796,8.466976,8.2696
Smchd1,2.356612,5.429342,7.859917,4.246198,3.625633,1.747553,0.292654,0.653822,7.93334,8.969501,1.864188,0.958247,9.698172,9.538513
Smcp,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Smcr7,5.760599,5.419154,5.626616,8.116903,4.075487,5.554053,2.943906,3.477912,10.87965,6.142065,6.262181,6.610146,2.795335,3.142482
Smcr7l,4.742083,4.21588,5.64459,4.900497,5.22852,5.928968,3.375921,4.076751,6.306923,6.578111,5.912023,3.590501,2.485203,2.367798
Smcr8,3.638872,5.602851,5.631956,4.606434,3.98179,4.393633,1.383455,2.239772,6.23974,5.548231,18.024543,11.349859,7.441578,7.615517
Smek1,16.449932,15.504636,18.792114,9.897883,11.398789,7.534462,1.500682,2.544199,19.407029,20.742449,3.892936,2.074307,11.121386,11.187552
Smek2,9.061751,10.8956,14.700441,5.923083,13.437188,5.770332,3.176674,3.113436,12.985146,13.752228,2.290854,1.433908,17.235436,17.314684
Smg1,4.082109,11.735118,11.925048,3.938808,6.930189,3.434139,0.648621,1.245769,13.535334,14.431806,3.854244,1.516743,5.565533,5.700053
Smg5,17.000381,15.790116,10.916162,16.291704,12.853017,21.273224,10.492369,11.944447,19.268493,18.249784,17.421619,23.261283,15.919168,15.493258
Smg6,5.842602,7.931508,7.095343,6.864398,4.166541,4.768604,1.514032,2.672378,7.521566,7.251756,7.178934,5.787212,8.440369,7.865992
Smg7,13.24384,17.837744,16.56081,12.030426,13.745198,15.702046,2.556731,4.728692,17.461389,17.754978,10.209183,6.467927,9.295562,8.400805
Smgc,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Smn1,9.263075,9.35272,7.959025,14.203286,6.037512,10.64581,3.86014,4.462094,6.599101,5.798151,5.575496,6.147069,8.971414,9.813448
Smndc1,14.139702,13.641696,19.489692,20.105226,16.572175,22.362119,9.878119,11.672714,15.820012,19.492614,20.688771,13.437186,18.436764,18.659409
Smo,2.467268,2.291644,6.498767,6.186057,1.618184,1.875518,0.365543,0.713986,19.424098,20.261149,9.534594,8.514967,9.136466,8.739304
Smoc1,8.17385,5.540753,41.586675,60.256946,10.79641,12.754994,0.336737,0.347955,2.124406,3.518394,0.158985,0.206591,0.1,0.1
Smoc2,2.80338,4.254403,0.196323,0.427451,0.1,0.1,0.1,0.153398,0.1,0.1,0.1,0.109071,14.013845,14.197941
Smok2a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Smok2b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Smok3a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Smok3b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Smok4a,0.191808,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Smox,9.150697,10.356661,66.834736,91.800355,61.102698,84.558097,57.130098,53.905976,59.306291,50.354271,104.441783,118.926627,118.057804,137.474171
Smpd1,29.797113,26.507594,32.003781,51.603924,27.236992,39.297367,25.570589,25.030132,36.298603,27.135797,19.236202,32.753421,18.607996,19.649062
Smpd2,5.017706,5.95738,21.474944,31.504484,22.746639,36.882306,9.516745,10.468678,45.380001,33.547298,21.035202,23.214946,19.970018,25.474491
Smpd3,12.528868,8.626313,2.905055,4.477756,0.566629,0.661311,0.381704,1.269348,2.903081,1.876187,0.520735,0.78932,0.19295,0.205639
Smpd4,8.115848,10.224427,9.480434,9.644255,5.424246,6.399043,2.142485,2.487212,9.530069,9.726493,5.915324,6.62576,4.886638,4.699888
Smpdl3a,6.035797,7.908701,18.402678,14.892223,3.968701,5.412436,4.804429,6.152383,97.736129,95.984035,8.96107,7.363936,116.848546,120.611908
Smpdl3b,0.1,0.133777,0.620198,0.640059,0.143998,0.299304,0.1,0.134332,0.932549,0.715878,4.619377,6.674469,1.960014,2.320243
Smpx,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Smr2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Smr3a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sms,16.462135,12.025793,6.926176,5.766029,1.213905,1.075591,0.618962,0.731877,3.248479,3.971057,2.077249,1.655327,1.473445,1.342218
Smtn,0.908264,0.694007,2.719672,2.670641,1.516933,2.874647,1.050832,1.145905,2.025982,3.175326,1.597496,1.401162,44.696315,45.382865
Smtnl1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Smtnl2,0.823387,0.568769,1.066793,2.30106,3.456768,2.588497,8.601636,7.145028,0.1,0.198583,0.1,0.1,0.100853,0.257395
Smu1,6.207094,12.870457,17.697768,27.344233,13.452723,18.700857,8.96451,10.950891,12.897224,12.219729,17.52245,18.2187,19.828495,20.209265
Smug1,2.922205,2.447862,3.266771,3.420141,2.055948,1.930686,1.203011,1.461205,2.876573,2.738841,0.5342,0.707533,2.2627,2.192504
Smurf1,14.05267,16.300118,5.558787,5.88487,33.76376,36.611951,25.822086,27.687359,9.611422,9.176216,20.916563,24.26064,13.997302,14.120065
Smurf2,10.15607,11.60816,10.760638,8.266762,11.509657,9.398571,4.175566,4.792342,10.595566,10.602453,6.171412,4.145865,23.108934,24.09911
Smyd1,0.306539,0.172327,0.408317,0.254733,0.168012,0.24792,0.154339,0.374855,2.360169,0.665566,0.115982,0.1,0.1,0.1
Smyd2,20.090613,21.884308,23.14129,38.309566,14.519408,23.434009,11.358209,14.180507,8.820989,7.871794,5.852269,4.6374,37.231116,41.990516
Smyd3,6.158903,5.879411,3.497143,5.021679,2.338869,2.885865,1.126784,1.275005,1.043469,1.055702,3.725907,3.130848,2.815219,2.656807
Smyd4,1.186258,2.313155,2.385431,1.871366,1.40769,1.357696,0.828237,1.239433,2.070962,2.106248,0.791844,1.20984,0.69037,0.750783
Smyd5,7.949295,6.672024,4.220122,6.746727,1.59481,2.507587,0.844312,1.329137,2.780868,3.209275,7.997695,10.838168,2.262461,2.585363
Snai1,0.83297,1.038398,0.174042,0.1,0.239759,0.523816,0.1,0.1,0.285754,0.483277,0.772614,0.558024,1.051514,1.208837
Snai2,0.60106,0.669341,0.348687,0.1,0.1,0.1,0.1,0.1,0.36716,0.518431,0.1,0.1,3.24152,3.376278
Snai3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.343144,0.1,0.1
Snap23,2.876592,4.619927,14.838869,6.776295,19.043195,8.228002,7.146069,7.720147,10.955538,12.101595,11.194725,4.519985,27.207295,25.151169
Snap25,116.792562,178.814422,36.955624,17.364675,8.350712,4.277062,5.518188,14.076988,1.147514,2.996245,3.475454,3.678989,1.960543,2.054751
Snap29,4.374056,6.881582,7.963408,9.650327,13.545966,12.343312,11.010819,12.630401,4.179481,4.513862,22.843781,17.45428,5.96555,6.985382
Snap47,48.036911,67.525079,28.515483,49.596414,22.330996,27.478236,24.571649,25.213458,10.578787,10.181046,7.674188,9.981055,7.161063,7.792322
Snap91,87.57976,71.83507,25.536569,21.411158,15.010505,11.823708,4.479911,8.613797,3.586854,5.900025,1.817344,2.183687,0.711679,0.439811
Snapc1,6.535802,8.112241,5.74706,4.771763,2.660635,1.954904,0.574255,1.093143,7.231557,9.7029,1.711189,0.768292,3.790376,3.806294
Snapc2,14.625033,15.148801,14.100458,24.19142,5.684848,7.925696,5.702404,5.654777,8.274407,9.510115,5.394346,8.623577,13.541677,14.612185
Snapc3,7.294303,6.241909,6.597794,4.473216,5.218863,3.366816,1.970785,2.364191,9.559965,7.763238,1.025944,1.079702,4.422247,4.540702
Snapc4,3.767122,8.31646,5.311637,4.356481,3.514584,4.96932,0.706763,1.288525,9.005141,7.663412,3.874628,3.67189,1.221337,1.257179
Snapc5,3.543212,4.449203,7.019275,4.986037,6.398869,3.733322,7.116298,5.841953,2.929708,3.017703,2.864175,1.289263,8.173453,10.89075
Snapin,16.484059,18.344297,21.827341,20.436075,37.606243,42.086894,37.585986,44.134344,21.150728,19.563446,15.205203,12.140822,11.437737,12.943585
Snca,83.668305,65.651897,42.960537,21.399006,7.464241,4.865669,5.709088,14.835077,4.421178,7.606735,4.372272,5.738015,8.981294,9.141102
Sncaip,2.145705,4.192512,4.435142,4.694338,0.684295,0.636801,0.1,0.15107,10.842991,12.843178,2.061414,1.199222,0.45002,0.466408
Sncb,70.002281,53.3457,5.608551,13.858847,1.228308,2.816035,4.379681,15.380976,0.370948,0.722927,6.736277,14.800261,1.348077,1.530145
Sncg,1.28058,0.918854,0.1,0.172366,0.1,0.1,0.1,0.112378,0.1,0.1,0.1,0.1,0.680691,1.828103
Snd1,21.287462,19.668039,22.927434,32.164478,24.158609,31.029321,18.979888,18.643391,18.027854,18.787172,32.955678,37.581398,32.790661,32.372326
Sned1,0.257253,0.376017,1.724774,0.723727,0.796716,0.383705,0.168725,0.29481,4.82991,3.692049,0.309414,0.120633,0.514067,0.465117
Snf8,5.825383,6.152321,7.482801,11.942131,7.031379,12.947129,10.150693,10.935827,4.126315,4.129918,8.869696,12.182941,6.994639,7.017914
Snhg1,53.071507,52.612808,28.920123,27.449768,32.060478,34.945253,9.059117,20.159766,35.42043,31.624249,22.402956,6.896925,64.996835,75.959427
Snhg10,3.927824,4.066619,1.816242,2.106371,1.81292,1.236314,0.785336,1.50749,0.873756,1.078077,0.242822,0.1,0.953975,0.504324
Snhg11,265.192805,344.58123,2.135217,0.928532,0.333871,0.400651,0.272212,1.300479,0.423119,0.740976,2.611288,2.24629,0.303947,0.464977
Snhg12,55.196878,69.912548,31.379612,30.097592,20.587233,28.804625,11.774628,10.888861,33.20239,25.78973,29.876164,22.760984,26.312747,28.664126
Snhg3,13.048143,7.314208,9.724547,8.52962,9.369012,10.752678,5.522836,9.605151,15.11738,12.276317,7.767809,7.649563,21.12564,23.796944
Snhg4,7.426019,6.166746,3.234203,3.359317,1.296051,1.731003,0.390377,1.085458,4.055831,3.439755,1.467255,1.124905,1.757741,1.824894
Snhg5,35.021916,37.543081,28.019937,13.706779,23.467083,13.162913,6.206942,10.461863,25.138478,19.742792,10.216661,3.764911,21.033963,23.861424
Snhg6,19.320017,22.251165,22.222854,21.703543,22.295577,23.788805,17.121646,21.088966,17.064874,17.332919,7.968858,6.991061,23.677732,30.0037
Snhg7,4.289847,3.56754,2.155873,1.514988,1.353102,0.899727,0.277764,0.452066,2.511253,2.466976,0.355448,0.711664,2.314053,1.93436
Snhg8,26.017748,24.460346,26.889375,25.590638,15.123494,16.653978,13.701282,17.025976,27.794792,20.797614,27.278153,26.102104,38.681102,45.425448
Snhg9,0.1,0.1,0.1,0.1,0.1,0.1,0.69098,0.357646,0.356426,1.044349,0.364333,0.1,0.604327,0.685393
Snip1,5.739718,4.722778,4.359668,8.292311,2.863495,6.645942,2.034376,3.421029,5.056232,5.285301,9.918073,8.108515,6.619852,7.142694
Snn,67.534651,54.306067,36.88959,43.976464,14.182099,16.11201,17.891259,22.121675,36.483023,43.367958,132.85309,120.039298,29.98483,31.802937
Snora15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.43768
Snora16a,0.534073,4.540628,0.576235,0.1,0.1,0.1,0.1,0.1,0.611432,1.802725,2.161839,1.67711,0.576285,0.606384
