gene_symbol,N1,N2,OPC1,OPC2,GC1,GC2,MOG1,MOG2,A1,A2,MGL1,MGL2,Endo1,Endo2
Atxn2,16.588715,18.673538,11.377902,7.83766,15.341384,8.962368,9.831923,10.031921,20.229638,19.400409,5.271544,3.820215,5.333638,4.461857
Atxn2l,50.79219,53.357456,36.31497,34.675709,37.267164,33.875072,13.808472,18.90701,63.547636,60.765185,32.789851,26.919968,20.594313,18.984114
Atxn3,2.972552,3.411805,5.899823,2.719625,4.519653,1.737071,1.765859,2.526354,4.21414,3.998769,2.622723,1.288915,7.64579,7.389554
Atxn7,3.90945,5.244567,4.581952,2.210824,2.764417,1.579705,0.646123,0.738378,17.04279,19.956471,1.377485,0.968713,7.142627,6.399254
Atxn7l1,5.337831,5.856268,3.166079,2.201945,4.24132,4.132342,1.251224,1.886443,3.440805,3.042824,6.125738,4.215728,7.204335,5.952655
Atxn7l2,7.732754,7.798585,2.494328,2.453371,1.790129,2.489311,0.853441,1.087073,8.368598,9.034813,2.511704,2.407903,2.092307,1.631407
Atxn7l3,37.650584,32.898763,13.188441,20.113301,18.265153,23.380158,17.789695,21.187689,13.896237,12.970423,24.584931,30.154703,14.383853,13.877614
Atxn7l3b,83.349784,65.317264,72.892418,85.662136,119.076931,114.198855,83.974499,83.313778,31.574363,39.344053,14.402236,13.74691,26.413134,29.096313
Auh,15.771697,15.086865,11.302195,12.002941,20.837018,25.533872,28.952027,29.490636,4.566026,4.896756,9.3922,7.387267,10.096621,10.976814
Aup1,18.921094,17.570342,37.997456,45.485899,30.82431,45.067218,29.539479,31.94273,28.014749,24.769146,137.867984,173.272058,39.372104,42.967296
Aurka,1.365788,1.36799,3.341102,3.672388,0.579432,1.038159,0.399916,0.390049,1.925491,1.892698,1.479508,0.155209,2.411474,2.478869
Aurkaip1,25.46786,23.755603,27.388518,44.056092,41.337985,52.655984,56.35624,46.870855,17.824537,14.821991,21.195665,30.411821,31.531853,36.678609
Aurkb,0.905703,0.431954,3.034184,2.768815,0.316335,0.372208,0.1,0.1,1.781693,2.784458,0.919365,0.320744,2.186983,1.90707
Aurkc,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Auts2,14.126556,15.344612,3.191695,2.446375,4.787176,2.706806,1.071089,1.663387,5.203584,4.670924,0.1,0.1,6.272294,5.624734
Aven,2.384718,2.04962,3.12502,6.062525,4.33442,5.547404,3.540991,3.729047,1.834649,2.377562,6.279708,5.567543,6.594441,7.188949
Avil,0.1,0.230609,0.1,0.1,0.136678,0.1,0.1,0.1,0.112928,0.155283,0.1,0.1,0.185027,0.129506
Avl9,11.342452,15.443023,9.753978,6.993815,9.817837,6.409846,2.832961,3.964764,8.295397,9.444843,3.238426,1.55857,8.587425,8.749843
Avp,0.41871,1.432925,0.1,0.1,0.1,0.15367,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Avpi1,2.881913,2.526807,1.736866,3.290378,0.757621,0.898277,1.082482,1.908856,2.727709,3.345427,4.537291,3.328414,8.076339,9.812414
Avpr1a,0.283027,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.13667,0.1,0.1,0.1,0.1
Avpr1b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Avpr2,0.10245,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.141948,0.332216,0.1,0.1
Awat1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Awat2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.208263,0.1,0.1,0.102164,0.1
Axin1,10.368628,10.993398,9.242081,15.314175,6.813754,13.716513,6.967281,5.849871,6.80008,7.790096,10.537589,12.641325,9.456353,8.937186
Axin2,4.314391,6.891977,8.115438,8.768234,5.087515,7.578828,0.418132,1.094211,20.285182,16.249534,0.135995,0.405183,5.916542,6.107861
Axl,1.705945,2.766813,11.372006,10.846238,1.500806,2.271991,0.661197,1.882013,38.822264,35.203992,6.586525,4.312503,3.637805,4.797801
Aym1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Azgp1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Azi1,5.19213,6.775132,3.534519,3.216248,4.063757,3.457315,2.578136,2.796732,4.476004,5.305516,1.87263,2.039483,1.709701,1.289353
Azi2,13.546204,18.678153,13.316003,10.141334,8.132793,6.146535,4.378484,4.318843,8.284769,9.803345,5.355666,3.058511,13.575088,15.00721
Azin1,43.869701,45.315341,42.84599,30.966484,23.184747,18.686044,8.160388,12.48985,57.402307,71.421392,40.266166,21.631927,18.768229,19.632225
B020004J07Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
B020018G12Rik,13.421648,12.172934,13.236333,14.989641,12.209504,11.813888,6.062059,7.314094,10.151195,9.276419,9.898198,6.476259,15.697588,17.141488
B020031M17Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
B130006D01Rik,0.102136,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
B130034C11Rik,0.294156,0.425917,0.1,0.102093,0.1,0.1,0.1,0.1,0.211483,0.12093,0.1,0.1,0.1,0.1
B230118H07Rik,2.421066,3.401983,9.436359,9.046265,7.802213,6.539816,6.405129,6.905321,4.235378,3.673539,1.948434,0.980953,5.937957,6.264127
B230120H23Rik,1.164155,0.905618,1.536851,0.80558,0.346017,0.162121,0.1,0.163462,1.945862,1.423803,0.567936,0.532942,7.724156,8.902538
B230206F22Rik,2.353733,2.309277,3.169842,0.918864,1.641831,0.884625,0.18833,0.38683,2.727838,2.935506,0.382187,0.320332,0.367755,0.439067
B230206H07Rik,0.1,0.1,0.1,0.1,1.606019,0.777079,0.691084,0.748738,0.1,0.1,0.1,0.1,0.1,0.1
B230208H11Rik,0.354093,0.1,0.1,0.14508,0.1,0.1,0.1,0.138062,0.687936,0.636018,0.1,0.1,0.281474,0.221806
B230208H17Rik,14.530988,16.00027,20.826178,30.004585,27.018713,31.432531,22.660233,22.657146,16.894949,14.845417,20.4732,21.559477,15.451088,16.132712
B230209K01Rik,0.1,0.142599,0.793651,0.353846,0.1,0.1,0.1,0.1,3.708697,3.174415,0.1,0.1,0.111603,0.1
B230216N24Rik,2.135722,1.414492,0.577077,0.299136,0.238739,0.1,0.145382,0.324914,0.423461,1.127246,0.1,0.1,0.277667,0.129355
B230217C12Rik,7.632764,7.000982,8.621524,9.744452,3.863346,4.640232,1.782176,2.114571,1.491789,1.686337,0.752117,0.414674,0.332876,0.39744
B230217O12Rik,1.303246,1.31672,0.20297,0.486909,0.344095,0.286171,0.450061,0.374281,0.284163,0.205412,0.119596,0.238883,0.284634,0.432954
B230219D22Rik,24.767733,25.265986,18.93841,14.011524,23.019182,13.286333,11.29448,13.437334,8.677966,10.852386,5.090897,2.602437,32.235733,32.629061
B230312A22Rik,14.931643,14.750217,6.55175,6.932935,5.791842,6.263285,5.549998,7.081772,22.399549,18.541528,31.092233,26.627398,7.188587,6.787193
B230312C02Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
B230314j19,0.1,0.1,0.119006,0.18725,0.133016,0.1,0.1,0.1,0.177463,0.149084,0.1,0.1,0.1,0.1
B230319C09Rik,0.160214,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.109213,0.10517,0.1,0.1,0.1,0.1
B230323A14Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
B230378P21Rik,0.144852,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.25198,0.312008,0.1,0.1
B2m,9.64382,12.260243,154.600341,88.9754,18.999186,15.843782,11.370176,25.167127,31.775275,33.01585,1105.61837,724.927482,554.14091,585.012067
B330016D10Rik,1.583264,1.357589,1.026592,1.34909,0.61413,0.611088,0.23591,0.42089,1.325747,1.152609,0.576087,1.462882,1.658212,1.68195
B3galnt1,17.244868,16.612208,10.518888,11.780498,3.274678,3.068744,1.344592,2.184123,0.547963,0.932566,6.111975,6.578507,0.977895,1.331695
B3galnt2,3.067369,3.698966,4.551173,1.520517,2.333822,1.123841,0.351124,0.412219,4.502787,3.699362,0.685022,0.284102,1.896629,1.545995
B3galt1,22.996699,33.784901,4.39636,3.313424,2.255818,2.150997,1.067232,1.605457,12.362796,11.023912,0.1,0.1,0.201909,0.28667
B3galt2,6.043556,12.807645,3.292264,1.620849,1.36293,0.613101,0.208932,0.489392,5.152073,3.703087,0.1,0.1,0.207779,0.212608
B3galt4,1.352624,0.7002,0.368741,0.6091,0.874814,0.955095,2.102509,1.656265,1.265333,1.063495,3.465114,6.105817,1.786799,1.78725
B3galt5,1.002047,0.543752,3.230378,3.428768,7.768278,5.713057,17.609883,22.140772,1.075229,0.438361,4.368954,5.117467,0.1,0.1
B3galt6,5.738168,4.170544,3.311543,4.68654,2.165638,2.573053,1.000999,1.292362,3.937079,3.150879,2.051476,3.22035,2.524417,2.873367
B3galtl,5.499901,6.549361,15.258882,15.389551,6.707594,7.612122,0.487378,1.11036,21.365584,18.641742,5.273627,4.055362,2.656145,2.866878
B3gat1,49.470106,43.886481,65.4739,67.371565,42.256664,46.082082,44.047851,50.230158,18.697962,22.950179,2.245872,2.372851,0.244537,0.215231
B3gat2,3.889079,4.120295,33.622808,31.147406,16.351334,12.994563,0.810898,1.384592,5.185812,7.25992,0.104815,0.12589,0.798073,0.756293
B3gat3,29.572484,26.837475,19.262288,32.381088,20.658802,26.597294,21.648537,28.525761,14.73099,15.297948,18.607944,31.111964,17.589931,21.227625
B3gnt1,46.711223,45.684532,32.96775,44.979334,26.835146,33.351379,27.020115,27.707987,27.686853,23.049511,14.090311,20.831329,17.575703,16.297263
B3gnt2,1.112149,1.021921,1.908226,2.928142,3.725696,4.619884,5.052807,9.420065,0.779651,1.607094,14.880357,12.883183,40.70266,44.699593
B3gnt3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.20981,0.1,0.240649,0.266051
B3gnt4,1.496523,1.920983,0.531519,0.99332,0.379669,0.434336,0.967559,0.205157,0.469335,1.105086,0.1,0.1,0.194193,0.172154
B3gnt5,2.584304,2.124593,8.861093,5.629597,1.736371,1.336601,0.120792,0.252144,3.858575,9.485568,0.1,0.1,0.119181,0.200405
B3gnt6,0.1,0.1,0.144643,0.160005,0.670211,0.561043,0.303529,0.169762,0.1,0.1,0.1,0.1,0.1,0.1
B3gnt7,1.176984,0.936751,12.682304,20.48482,4.288784,8.075773,0.1,0.1,0.1,0.156236,3.044582,2.736055,0.1,0.1
B3gnt8,0.42599,0.259229,0.1,0.214715,0.103729,0.1,0.1,0.1,0.128141,0.181799,0.752167,0.909727,0.148662,0.228746
B3gnt9-ps,1.747097,1.33834,0.784593,1.07303,10.10745,11.468068,10.369662,9.469543,0.1,0.11736,0.135825,0.1,0.434785,0.820987
B3gntl1,1.151633,1.740057,3.040212,2.922457,3.569397,3.401167,1.279767,1.650109,3.661447,3.201872,1.262957,1.172633,1.76779,1.70436
B430010I23Rik,0.21055,0.1,0.104675,0.1,0.1,0.1,0.1,0.1,0.178742,0.10503,0.17542,0.1,0.353541,0.53532
B430212C06Rik,0.227862,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.163805,0.16787,0.139569,0.1,0.1,0.1
B430306N03Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.778674,1.045166,0.1,0.1
B430319G15Rik,0.348755,0.314266,0.260983,0.212189,0.104013,0.1,0.1,0.1,0.508216,0.322872,0.1,0.1,0.232771,0.143316
B4galnt1,19.869224,13.410898,16.510566,25.187269,4.080266,6.175949,0.643216,2.939501,0.356234,0.470558,27.049133,42.347903,0.546527,0.308999
B4galnt2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
B4galnt3,0.100184,0.1,0.177973,0.213061,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
B4galnt4,26.295209,22.536945,5.409486,7.843798,2.680817,4.863671,0.257291,0.978314,0.320539,0.910957,0.82157,0.896527,0.1,0.1
B4galt1,1.893566,1.424826,4.887796,1.360378,0.220879,0.22302,0.122953,0.300418,4.292571,4.851046,99.296545,82.988615,21.261435,20.062834
B4galt2,27.690378,23.872695,23.718821,42.523712,11.140088,17.5306,10.067264,14.637597,11.338467,13.328642,3.72788,6.587526,5.292481,6.244867
B4galt3,19.987975,14.894415,16.882316,21.922848,10.999275,16.12107,3.990606,4.122094,13.089841,12.454494,21.89663,25.348531,6.355224,6.276422
B4galt4,4.092554,4.190177,9.052735,11.134979,2.795725,3.7113,0.409639,1.216888,10.297556,9.84515,3.214759,4.75207,8.966172,9.821068
B4galt5,8.573288,5.494323,4.75261,5.254533,1.109273,1.322941,0.404418,0.858971,5.569233,5.042226,21.73224,19.078609,5.358464,5.649032
B4galt6,24.952051,20.004945,12.840841,10.083384,7.716424,5.557555,0.742076,1.733931,4.37344,4.646593,2.838469,1.613277,0.616845,0.500073
B4galt7,8.404406,6.724819,6.00444,8.367289,4.196404,4.09348,1.497935,2.517569,8.616158,7.547538,3.472778,5.782405,6.159689,6.26825
B630005N14Rik,9.965537,10.852086,10.101014,7.004893,5.931937,4.459449,1.814586,1.535161,6.271491,9.297961,1.716387,0.909971,6.078021,5.164461
B630019K06Rik,31.995817,31.558177,3.836212,3.916645,10.525603,8.580696,6.408078,6.82685,0.975051,1.298175,0.153566,0.315853,1.25253,1.345628
B830017H08Rik,1.066323,0.688332,0.209411,0.499644,0.1,0.221983,0.1,0.158872,0.1,0.1,0.1,0.1,0.1,0.1
B930003M22Rik,2.454972,2.272684,5.297162,3.137098,10.028565,4.938164,1.865847,2.473353,4.242962,3.675607,1.052948,1.236775,0.432245,0.383679
B930007M17Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
B930018H19,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
B930025P03Rik,0.1,0.118064,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
B930041F14Rik,10.614278,9.68141,10.201985,15.894252,6.014223,8.489145,3.522806,4.683416,2.087382,2.0156,3.400653,3.886553,2.187784,2.607173
B930059L03Rik,0.295706,0.254787,0.312394,0.213522,0.192713,0.505549,0.30709,0.333109,0.571745,0.290035,0.987822,1.023445,0.356449,0.3215
B9d1,5.874819,6.221429,5.858573,3.491615,3.112331,3.808766,2.645694,3.89173,6.853603,8.574642,0.856781,1.280295,10.724578,14.382867
B9d2,8.586149,6.406341,5.272125,8.516959,3.469548,6.723047,3.714822,3.485305,4.005415,4.808803,19.184761,22.200279,12.045153,13.45108
BB014433,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BB019430,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BB031773,0.1,0.125915,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BB123696,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BB283400,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BB287469,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BB557941,0.148468,0.1,0.151203,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC002163,49.044335,55.360736,50.836863,59.851365,57.13764,66.890519,68.066395,66.052249,25.910617,21.111088,26.42938,26.070657,85.30741,106.143501
BC002230,4.10543,5.336897,3.809335,5.956875,2.599317,5.251204,1.326793,2.350767,5.047116,4.646591,3.385348,3.506365,3.315832,3.459274
BC003266,6.729297,5.735195,8.633014,14.163531,8.760336,10.098646,9.24482,9.521099,6.118532,5.788378,10.957725,16.17867,15.888618,20.390046
BC003331,4.080929,12.668007,12.564136,6.471193,14.058617,6.011279,6.670907,6.15655,11.533367,10.354884,2.645486,1.338994,10.695763,11.14884
BC003965,4.490448,3.422006,4.793136,5.721783,4.093775,3.763952,4.324978,4.100227,5.563475,4.617284,3.144204,2.846554,5.0951,4.611137
BC004004,12.36034,11.824802,14.909814,24.655202,17.161578,23.675777,21.743839,22.573493,10.037485,8.090587,19.999213,23.671544,16.484981,19.247845
BC005537,82.732892,79.116812,53.699552,41.771895,50.46041,37.21741,23.968468,26.45511,43.920627,49.2187,39.184391,21.562783,25.463253,24.86495
BC005561,3.453866,5.339985,9.442842,2.230795,7.050468,2.17833,0.480905,0.950262,11.105769,13.16154,0.777707,0.745163,2.413592,2.708893
BC005624,8.26809,9.015134,6.847997,7.679397,8.583523,8.028276,10.519521,9.033578,3.8247,4.365211,8.883263,9.033076,5.704573,6.218863
BC005764,79.174931,53.912808,1.33579,1.193679,0.936376,1.091889,1.520075,1.897922,2.709674,4.796651,2.559407,3.042434,0.742194,0.755337
BC006779,0.171237,0.178613,0.32277,0.314755,0.174553,0.167105,0.1,0.1,0.331043,0.348092,0.207683,0.224068,4.880826,4.423426
BC006965,0.1,0.316608,0.228188,0.315203,0.1,0.1,0.1,0.101114,0.551874,0.506312,0.1,0.27168,0.1,0.1
BC013529,6.021765,8.972812,15.030854,18.461276,14.1067,12.550409,6.798783,6.992432,21.275659,18.583429,4.399628,4.166721,55.081858,57.181237
BC013712,0.1,0.1,2.084207,0.779739,0.1,0.1,0.122819,0.134615,0.1,0.1,31.351675,31.974736,0.164632,0.110632
BC016423,2.229437,4.114947,6.820946,2.420419,3.924789,1.659413,0.33295,0.473318,5.00827,5.101177,0.731275,0.38974,4.557544,4.080128
BC016495,1.148161,1.160666,5.107225,5.458512,1.870995,1.988211,1.101945,1.642907,1.419925,0.715054,0.822054,0.321658,2.372266,2.968106
BC016579,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.315693,0.292569,0.1,0.1,0.1,0.1
BC017158,5.229153,4.925644,6.563685,8.54974,3.061094,3.620751,1.085011,1.511393,6.213806,6.380164,7.632477,9.347851,4.325989,4.561293
BC017612,0.753582,1.175204,2.477884,2.834767,0.336201,0.208343,0.1,0.126804,0.400052,0.628011,1.227046,1.317593,7.564493,8.485815
BC017643,4.162155,4.734399,9.865481,10.024408,12.965051,12.153631,11.028451,10.692308,8.420835,7.034932,30.655646,44.916249,6.688394,6.680081
BC017647,5.436415,5.822634,8.598439,7.126881,4.065535,4.323618,1.362914,1.721115,8.516619,8.011151,2.985616,1.65325,4.458863,3.882389
BC018242,54.864472,49.55883,24.748692,42.317023,22.006537,28.086164,16.079588,18.594986,12.08844,10.896429,2.616699,4.580794,1.912473,1.637029
BC018473,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC018507,8.966661,21.674331,11.533183,7.210813,7.767931,6.853911,1.667157,2.484148,12.40794,11.147888,2.735391,2.291198,5.237385,4.798315
BC019943,4.433057,4.72742,4.676263,3.865604,5.597506,5.549905,2.184738,2.390352,3.729609,4.381555,1.315913,1.031661,1.72856,1.870239
BC020402,0.748272,1.016419,0.98257,0.904514,0.762394,0.957954,0.272569,0.337596,1.124697,0.89295,0.417906,0.196778,0.548069,0.449394
BC020535,0.266024,0.1,0.270458,0.1,0.1,0.1,0.1,0.1,0.320897,0.438166,0.118248,0.378993,29.734018,29.975529
BC021614,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.178162,0.196477
BC021767,0.695448,0.853694,0.175831,0.133261,0.1,0.162243,0.1,0.1,0.113687,0.11466,0.1,0.1,0.1,0.1
BC021785,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.109797,0.1,0.1,0.1,0.1
BC021891,0.255467,0.236135,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC022687,6.385481,6.67457,1.999916,4.928331,2.724747,4.350828,1.520397,2.66705,3.0961,4.875529,2.178436,2.672205,1.407968,1.762771
BC023829,10.960159,10.582056,12.191251,13.421851,7.341765,8.034775,4.248655,4.276431,17.290885,15.979032,7.41885,8.038486,13.181067,13.024518
BC024139,0.855121,1.622643,0.1,0.1,0.287315,0.14948,0.597958,0.6962,0.235413,0.235367,0.104693,0.1,0.1,0.1
BC024386,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC024479,8.348836,7.758179,11.500048,6.090626,4.573422,2.911133,0.535338,1.093277,9.980593,9.56289,2.07199,0.791332,7.258774,8.07642
BC024582,0.1,0.1,0.1,0.10385,0.1,0.1,0.1,0.1,0.1,0.1,0.170981,0.340711,0.1,0.1
BC024659,18.964964,19.838301,16.658082,15.676332,23.97267,19.531985,18.339943,23.504978,5.631368,7.073423,3.049059,2.462529,5.866901,5.755507
BC025920,0.319122,0.289738,0.66196,0.91591,0.454773,0.244368,0.1,0.288706,0.97519,0.725014,0.1,0.269288,0.162358,0.11469
BC026585,0.424044,1.25357,5.302572,8.036065,2.335993,3.390257,1.998348,1.560567,8.961309,8.42297,12.140203,16.195503,1.109036,1.184734
BC026590,0.926134,0.983637,2.125229,2.266812,2.863005,2.55328,1.54126,1.863573,1.56457,1.884768,0.910473,0.567188,0.792127,0.955903
BC027072,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC027231,1.358934,1.944849,2.711267,3.13296,1.700699,3.379958,0.612206,0.82813,3.470738,3.830445,3.284275,1.647242,5.064462,5.321993
BC028528,0.625017,0.237037,2.564194,1.127106,3.748815,2.806914,10.714302,14.7767,1.705851,1.38313,14.077518,10.286608,260.611352,299.489114
BC029214,11.856626,13.422499,7.276626,10.543467,7.544594,9.689397,10.385469,10.758827,6.84829,6.428354,7.476667,9.566055,9.335411,11.294406
BC029722,29.343384,30.69848,16.073179,23.461709,13.74092,18.349889,25.651935,25.508552,4.970142,6.056194,22.973971,29.293316,15.288903,16.230604
BC030307,0.390723,0.626933,1.454178,0.704237,1.816325,0.785091,0.320341,0.324249,1.947673,1.26967,0.265683,0.332433,0.471896,0.833346
BC030336,8.624918,8.328974,10.050851,5.852809,7.46008,4.951302,1.639135,1.781158,5.28168,6.316436,1.289388,0.613301,5.57881,5.007616
BC030476,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC030500,3.38905,2.246519,0.377739,0.780623,0.1,0.1,0.1,0.24736,0.1,0.1,0.225523,0.11629,0.1,0.1
BC030867,0.263266,0.184264,0.772295,1.193133,0.15141,0.1,0.1,0.1,0.462965,0.569433,0.273405,0.1,0.205757,0.255781
BC030870,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC031181,62.460996,59.747202,60.17942,79.487709,138.206818,171.733709,189.681654,165.792042,46.923591,54.264476,43.113879,53.954159,64.178273,73.414646
BC031353,11.560421,24.05737,8.01201,6.663676,32.47611,12.544596,10.495149,13.91137,15.287761,11.68536,2.268502,1.397786,6.551329,6.22155
BC031361,0.596265,0.662483,0.411143,0.282919,0.295483,0.228658,0.1,0.105189,0.547138,0.512644,0.184966,0.1,0.234325,0.253564
BC031781,10.240332,13.183359,9.484811,9.532692,8.131426,9.709303,2.420995,4.231521,10.419802,13.603961,17.161986,11.683445,12.197149,12.132476
BC032203,6.91906,7.503835,4.785798,3.258669,2.963188,2.605292,0.940821,1.416129,3.731832,3.718836,3.094286,3.241619,2.833052,2.399908
BC033916,0.1,0.257053,0.143414,0.1,0.325184,0.1,0.273455,0.427207,0.1,0.14593,0.1,0.107843,0.300431,0.232644
BC037032,0.1,0.1,0.127716,0.1,0.1,0.1,0.1,0.1,0.32357,0.309142,0.1,0.1,0.1,0.1
BC037034,24.926833,20.760609,13.790989,12.027029,7.238376,6.58553,2.10168,3.369207,13.695336,12.283296,37.396034,55.595908,1.611441,2.101425
BC039771,0.1,0.141824,0.111457,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.498576,0.379538
BC039966,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC046331,4.429024,6.388395,4.384833,4.942447,9.514006,9.829851,10.993009,10.91357,5.011197,5.537066,3.487773,3.742537,5.742383,5.361182
BC046404,3.986191,2.790858,2.810507,3.452423,0.44225,0.673417,0.605902,1.096802,3.062092,3.10552,14.261885,37.470416,0.746567,1.016267
BC048355,0.827775,0.871224,3.606282,7.255194,3.401379,5.015347,2.398391,2.300427,0.55569,1.586834,1.143516,0.442216,0.141633,0.188897
BC048403,0.946603,0.76619,1.105116,1.371415,1.029367,0.72441,0.881969,1.123913,1.276138,1.446367,0.534426,0.500278,0.760819,0.757059
BC048502,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC048507,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC048546,0.20523,0.135734,0.1,0.1,0.1,0.1,0.1,0.121794,0.1,0.1,0.1,0.1,0.1,0.1
BC048562,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC048609,0.1,0.1,0.1,0.310423,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC048644,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.127828,0.135874
BC048671,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC048679,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC048943,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC049352,0.1,0.1,0.375958,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.342688,1.302829,0.1,0.1
BC049635,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.160031
BC049715,0.1,0.230661,0.1,0.1,0.126728,0.1,0.1,0.122592,0.1,0.1,0.1,0.1,0.1,0.1
BC049730,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC049762,0.1,0.1,0.1,0.1,0.1,0.354628,0.1,0.1,0.37708,0.103683,0.1,0.1,0.17873,0.353136
BC051019,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.190608,0.1,0.1,0.1,0.1
BC051070,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BC051142,0.976509,2.66687,2.435174,2.261873,1.28479,0.712473,0.363351,0.297357,1.548636,0.924358,0.180765,0.1,0.196837,0.217541
BC051628,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.202987
